LANGUAGE,TARGET CATEGORY,TARGET WORD,REFERENCE PART OF SPEECH,REFERENCE ASSOCIATION/GRAMMATICAL GENDER,REFERENCE TRANSLATION,REFERENCE WORD,COSINE SIMILARITY,SUB-LIST
es,determiners,el,adjective,feminine,jealous,celosa,-0.02983254751487116,el
es,determiners,el,adjective,feminine,retired,jubilada,-0.01220642902275203,el
es,determiners,el,adjective,feminine,most loving,amantísima,0.010730779334053434,el
es,determiners,el,adjective,feminine,divorced,divorciado,0.04629023763089664,el
es,determiners,el,adjective,feminine,paraplejica,parapléjica,0.014779524161549299,el
es,determiners,el,adjective,feminine,lucky,afortunada,-0.030365281378680792,el
es,determiners,el,adjective,feminine,only,única,-0.044058558989961506,el
es,determiners,el,adjective,feminine,beheaded,degollada,0.03543972685593751,el
es,determiners,el,adjective,feminine,cisexual,cisexual,-0.01690008183650138,el
es,determiners,el,adjective,feminine,sexualized,sexualizada,-0.03621356643761715,el
es,determiners,el,adjective,feminine,mistreating,maltratante,-0.038026919896285594,el
es,determiners,el,adjective,feminine,reincarnated,reencarnada,0.03572540857723615,el
es,determiners,el,adjective,feminine,dead,muerta,-0.027644249576309912,el
es,determiners,el,adjective,feminine,oppressed,oprimida,0.04662501264280923,el
es,determiners,el,adjective,feminine,unemployed,desempleada,-0.04341738702272013,el
es,determiners,el,adjective,feminine,emperifollada,emperifollada,-0.06300204827327226,el
es,determiners,el,adjective,feminine,circumcised,circuncidada,-0.06635961157659101,el
es,determiners,el,adjective,feminine,faceted,lapidada,0.07688219007843453,el
es,determiners,el,adjective,feminine,spoiled,malfollada,-0.07701477488654086,el
es,determiners,el,adjective,feminine,cold,frigida,-0.0630432802605954,el
es,determiners,el,adjective,feminine,courtesan,cortesana,-0.05942403415222785,el
es,determiners,el,adjective,feminine,sexist,sexista,0.024135587688666936,el
es,determiners,el,adjective,feminine,spike,espigada,-0.02601422702179517,el
es,determiners,el,adjective,feminine,effeminate,afeminada,-0.07837986585144686,el
es,determiners,el,adjective,feminine,derailed,descarriada,-0.07017535774878916,el
es,determiners,el,adjective,feminine,nude,desnuda,-0.03972516395696702,el
es,determiners,el,adjective,feminine,dismembered,descuartizada,0.02871446049155419,el
es,determiners,el,adjective,feminine,modesty,púdica,-0.04162719585893325,el
es,determiners,el,adjective,feminine,shot,tiroteada,0.02958469008448026,el
es,determiners,el,adjective,feminine,innocent,inocente,0.04633937756195019,el
es,determiners,el,adjective,feminine,gangly,desgarbada,-0.05413137124339661,el
es,determiners,el,adjective,feminine,wealthy,acaudalada,-0.0790617397417263,el
es,determiners,el,adjective,feminine,industrious,hacendosa,-0.060879740980361134,el
es,determiners,el,adjective,feminine,mongrel,mestiza,-0.03844702459151126,el
es,determiners,el,adjective,feminine,embarrassed,embarzada,0.044816957160299375,el
es,determiners,el,adjective,feminine,sister-in-law,concuñada,0.000706751574691848,el
es,determiners,el,adjective,feminine,muscular,musculosa,-0.07798658221887934,el
es,determiners,el,adjective,feminine,unhappy,infeliz,0.062236934570436775,el
es,determiners,el,adjective,feminine,repatriated,repatriada,-0.04012037297564499,el
es,determiners,el,adjective,feminine,homesexual,homesexual,-0.04005872451000932,el
es,determiners,el,adjective,feminine,courted,cortejada,0.01847070975999914,el
es,determiners,el,adjective,feminine,clever,avispada,-0.07887546792661117,el
es,determiners,el,adjective,feminine,pereirana,pereirana,-0.1267800720725121,el
es,determiners,el,adjective,feminine,hooded,encapuchada,-0.04720303897709632,el
es,determiners,el,adjective,feminine,imprisoned,encarcelada,0.010702493430039834,el
es,determiners,el,adjective,feminine,seized,apresada,0.012106753418023303,el
es,determiners,el,adjective,feminine,gifted,superdotada,-0.027906563840665585,el
es,determiners,el,adjective,feminine,intimate,íntima,-0.022994107376029724,el
es,determiners,el,adjective,feminine,fea,fea,0.0014749070873115947,el
es,determiners,el,adjective,feminine,marital,marital,-0.06495615614223338,el
es,determiners,el,adjective,feminine,half naked,semidesnuda,-0.03324780238422799,el
es,determiners,el,adjective,feminine,disappointed,desengañada,-0.04461478333664924,el
es,determiners,el,adjective,feminine,kidnapped,secuestrada,0.039128487707922266,el
es,determiners,el,adjective,feminine,curvaceous,curvilínea,-0.04978744189207196,el
es,determiners,el,adjective,feminine,feminine,feminino,-0.029719168480539286,el
es,determiners,el,adjective,feminine,sentimental,sentimental,-0.03053623037259052,el
es,determiners,el,adjective,feminine,neurotic,neurótica,-0.08126652265013345,el
es,determiners,el,adjective,feminine,admired,admirada,-0.030038284187186296,el
es,determiners,el,adjective,feminine,reclusive,reclusiva,-0.10397340987820172,el
es,determiners,el,adjective,feminine,human,humano,0.08658418637943517,el
es,determiners,el,adjective,feminine,vengeful,vengativa,-0.08790522004240553,el
es,determiners,el,adjective,feminine,modern,moderna,-0.06826973820196258,el
es,determiners,la,adjective,masculine,human,humano,-0.02324813734085159,la
es,determiners,la,adjective,masculine,young,joven,0.04294103351579821,la
es,determiners,la,adjective,masculine,wealthy,adinerado,-0.03384035994549075,la
es,determiners,la,adjective,masculine,well-built,fornido,-0.04881043116983735,la
es,determiners,la,adjective,masculine,unfortunate,desgraciado,-0.048162585221741556,la
es,determiners,la,adjective,masculine,handsome,guapo,-0.05704020942905961,la
es,determiners,la,adjective,masculine,unhappy,desdichado,-0.06689183790597258,la
es,determiners,la,adjective,masculine,old,viejo,-0.03748581840069601,la
es,determiners,la,adjective,masculine,retrosexual,retrosexual,-0.08761386318675639,la
es,determiners,la,adjective,masculine,lucky,afortunado,-0.05653982614429035,la
es,determiners,la,adjective,masculine,polyfacetic,polifacético,-0.08613751907044197,la
es,determiners,la,adjective,masculine,pious,piadoso,-0.08582179238164742,la
es,determiners,la,adjective,masculine,maduro,maduro,-0.08667447755599059,la
es,determiners,la,adjective,masculine,wealthy,acaudalado,-0.03142967415702602,la
es,determiners,la,adjective,masculine,metrosexual,metrosexual,-0.040520022831147993,la
es,determiners,la,adjective,masculine,human,humana,0.12218012297681574,la
es,determiners,la,adjective,masculine,powerful,poderoso,-0.10991018451159693,la
es,determiners,la,adjective,masculine,red,encarnado,-0.04029955143993937,la
es,determiners,la,adjective,masculine,honored,honrado,-0.07125718261364027,la
es,determiners,la,adjective,masculine,primitive,primitivo,-0.05719539898163482,la
es,determiners,la,adjective,masculine,masculine,masculino,-0.09782320077183732,la
es,determiners,la,adjective,masculine,depraved,depravado,-0.05988749539130919,la
es,determiners,la,adjective,masculine,gentlemanly,caballeroso,-0.06986412257764611,la
es,determiners,la,adjective,masculine,cunning,astuto,-0.11093110612492382,la
es,determiners,la,adjective,masculine,homosexual,homosexual,-0.034870380324157506,la
es,determiners,la,adjective,masculine,atheist,ateo,-0.05808398258786797,la
es,determiners,la,adjective,masculine,pregnant,embarazado,-0.009373106174306041,la
es,determiners,la,adjective,masculine,unhappy,infeliz,0.030854100158776016,la
es,determiners,la,adjective,masculine,bold,intrépido,-0.04597132524775049,la
es,determiners,la,adjective,masculine,civilized,civilizado,-0.052958268650679804,la
es,determiners,la,adjective,masculine,animalized,animalizado,-0.05981470516580321,la
es,determiners,la,adjective,masculine,kind,bondadoso,-0.12111436742454962,la
es,determiners,la,adjective,masculine,heterosexual,heterosexual,-0.020213095241700795,la
es,determiners,la,adjective,masculine,shy,tímido,-0.1010563461010866,la
es,determiners,la,adjective,masculine,highly educated,cultísimo,-0.04508060897323151,la
es,determiners,la,adjective,masculine,mysterious,misterioso,-0.08812903689553395,la
es,determiners,la,adjective,masculine,muscular,musculoso,-0.04812870920365646,la
es,determiners,la,adjective,masculine,effeminate,afeminado,-0.07498138130123128,la
es,determiners,la,adjective,masculine,self-actualized,autorrealizado,-0.04493718060828114,la
es,determiners,la,adjective,masculine,dead,muerto,-0.0541695150846907,la
es,determiners,la,adjective,masculine,ragged,desarrapado,-0.05687965593082041,la
es,determiners,la,adjective,masculine,foolish,insensato,-0.07894367277756897,la
es,determiners,la,adjective,masculine,naked,desnudo,-0.05285365084733171,la
es,determiners,la,adjective,masculine,married,casado,0.012576497334113874,la
es,determiners,la,adjective,masculine,clerk,oficinista,-0.016054221481132835,la
es,determiners,la,adjective,masculine,prehistoric,prehistórico,-0.05907197094372724,la
es,determiners,la,adjective,masculine,salaried,asalariado,0.011289967637374249,la
es,determiners,la,adjective,masculine,loved,amado,-0.028337651203584027,la
es,determiners,la,adjective,masculine,individuation,individuado,-0.09386090693087801,la
es,determiners,la,adjective,masculine,materialistic,materialista,0.019199994503678545,la
es,determiners,la,adjective,masculine,created,criado,0.026147664098428194,la
es,determiners,la,adjective,masculine,haughty,altivo,-0.08746594495269203,la
es,determiners,la,adjective,masculine,in love,enamorado,-0.011987753823414073,la
es,determiners,la,adjective,masculine,fearful,temeroso,-0.03567866093787435,la
es,determiners,la,adjective,masculine,extrahuman,extrahumano,-0.07481347142294197,la
es,determiners,la,adjective,masculine,educated,educado,-0.05186111803041768,la
es,determiners,la,adjective,masculine,pervert,pervertido,-0.055768009654446025,la
es,determiners,la,adjective,masculine,hapless,desventurado,-0.002957612469356232,la
es,determiners,la,adjective,masculine,fiery,fogoso,-0.05760083691558614,la
es,determiners,la,adjective,masculine,immortal,inmortal,0.024308610149588357,la
es,determiners,la,adjective,masculine,sexless,asexuado,-0.08906085059905446,la
es,determiners,la,adjective,masculine,most honest,honestísimo,-0.01506388850316608,la
es,determiners,la,adjective,masculine,TRUE,verdadero,-0.04838851305471554,la
es,determiners,la,adjective,masculine,humanthe,humanoEl,0.020932611784789605,la
es,determiners,la,adjective,masculine,jealous,celoso,-0.03637282074210408,la
es,determiners,la,adjective,masculine,timid,apocado,-0.026632255110663812,la
es,determiners,la,adjective,masculine,passionate,apasionado,-0.03189905060090608,la
es,determiners,la,adjective,masculine,shirtless,descamisado,-0.054455474858049246,la
es,determiners,la,adjective,masculine,vain,vanidoso,-0.08443848552808937,la
es,determiners,la,adjective,masculine,highly intelligent,inteligentísimo,-0.060087018779034176,la
es,determiners,la,adjective,masculine,poor,pobre,0.08099444247782368,la
es,determiners,la,adjective,masculine,honest,honesto,-0.09203424231821769,la
es,determiners,la,adjective,masculine,enigmatic,enigmático,-0.10640648476082508,la
es,determiners,la,adjective,masculine,egocentric,egocéntrico,-0.09087794190224123,la
es,determiners,la,adjective,masculine,sapiosexual,sapiosexual,-0.06739821182260944,la
es,determiners,la,adjective,masculine,tiny,diminuto,-0.08619943606448947,la
es,determiners,la,adjective,masculine,Puritan,puritano,-0.059321768319103484,la
es,determiners,la,adjective,masculine,subhumano,subhumano,-0.05669867271075507,la
es,determiners,la,adjective,masculine,divorced,divorciado,0.005167415786458996,la
es,determiners,la,adjective,masculine,courageous,valeroso,-0.08204727031811569,la
es,determiners,la,adjective,masculine,anthropomorphic,antropomórfico,-0.09077529514060545,la
es,determiners,la,adjective,masculine,bodybuilder,fisiculturista,-0.09321247805898268,la
es,determiners,la,adjective,masculine,prehuman,prehumano,-0.06352249832578029,la
es,determiners,la,adjective,masculine,naive,ingenuo,-0.08842216350315409,la
es,determiners,la,adjective,masculine,unfortunate,infortunado,-0.055574812316745915,la
es,determiners,la,adjective,masculine,reclusive,reclusivo,-0.16941385465168626,la
es,determiners,la,adjective,masculine,impersonator,personificador,-0.04877934769416584,la
es,determiners,la,adjective,masculine,chastísimo,castísimo,-0.03351753166731972,la
es,determiners,la,adjective,masculine,brave,valiente,-0.030885825385272132,la
es,determiners,la,adjective,masculine,talented,talentoso,-0.10241040799873727,la
es,determiners,la,adjective,masculine,modern,moderno,-0.09252166768054867,la
es,determiners,la,adjective,masculine,virtuoso,virtuoso,-0.04935594080266253,la
es,determiners,la,adjective,masculine,hoary,canoso,0.009336882801462755,la
es,determiners,la,adjective,masculine,bodybuilder,fisioculturista,-0.07689054627378397,la
es,determiners,la,adjective,masculine,mortal,mortal,-0.04307975417954704,la
es,determiners,la,adjective,masculine,charismatic,carismático,-0.08343641327324369,la
es,determiners,la,adjective,masculine,transvestite,trasvestido,-0.048849935355191,la
es,determiners,la,adjective,masculine,virile,viril,0.07135357128390096,la
es,determiners,la,adjective,masculine,individual,indiviudo,-0.06661870188617744,la
es,determiners,la,adjective,masculine,troubled,atribulado,-0.035324944824969916,la
es,determiners,la,adjective,masculine,neurotic,neurótico,-0.09745138210817243,la
es,determiners,la,adjective,masculine,innocent,inocente,0.04836383473267025,la
es,determiners,la,adjective,masculine,tecnosexual,tecnosexual,-0.06333954993040711,la
es,determiners,la,adjective,masculine,humanized,humanado,-0.05400717405695404,la
es,determiners,la,adjective,masculine,reincarnated,reencarnado,0.017219450169469575,la
es,determiners,la,adjective,masculine,divine,divino,-0.011931965898840262,la
es,determiners,la,adjective,masculine,wild,salvaje,0.019127099156991408,la
es,determiners,la,adjective,masculine,hooded,encapuchado,-0.03642093210171733,la
es,determiners,la,adjective,masculine,eccentric,excéntrico,-0.10438265862248307,la
es,determiners,la,adjective,masculine,daring,osado,-0.12386613482701143,la
es,determiners,la,adjective,masculine,villager,aldeano,-0.02923406627109951,la
es,determiners,la,adjective,masculine,drunk,borracho,-0.03574416133056099,la
es,determiners,la,adjective,masculine,stoic,estoico,-0.03126053909169812,la
es,determiners,la,adjective,masculine,illiterate,analfabeto,-0.03364168786073295,la
es,determiners,la,adjective,masculine,become,devenido,-0.005970970674454208,la
es,determiners,la,adjective,masculine,retired,jubilado,-0.02416835307784548,la
es,determiners,la,adjective,masculine,quadriplegic,cuadrapléjico,-0.049195695241069516,la
es,determiners,la,adjective,masculine,born,nacido,-0.0522102797511953,la
es,determiners,la,adjective,masculine,noble,noble,0.08126774690534624,la
es,determiners,la,adjective,masculine,idiot,estúpido,-0.08588733288561771,la
es,determiners,la,adjective,masculine,instead,loco,-0.09219169653780174,la
es,determiners,la,adjective,masculine,violent,violento,-0.08206854871916001,la
es,determiners,la,adjective,masculine,increyente,increyente,-0.03986516782160214,la
es,determiners,la,adjective,masculine,almighty,todopoderoso,-0.0356983300086661,la
es,determiners,la,adjective,masculine,annumeric,anumérico,-0.12601004426342982,la
es,determiners,la,adjective,masculine,yearning,anheloso,-0.08489125228180612,la
es,determiners,la,adjective,masculine,single,único,-0.03448789697689036,la
es,determiners,la,adjective,masculine,Afro-American,afroamericano,-0.016436481350708333,la
es,determiners,la,adjective,masculine,impetuous,impetuoso,-0.05664065972081428,la
es,determiners,la,adjective,masculine,anetic,anético,-0.06117859575148153,la
es,determiners,la,adjective,masculine,female,femenino,-0.09446208590755187,la
es,determiners,la,adjective,masculine,lonely,solitario,-0.12090984942456953,la
es,determiners,la,adjective,masculine,intelligent,inteligente,-0.05542487804241261,la
es,determiners,la,adjective,masculine,idealistic,idealista,-0.00963700815030625,la
es,determiners,la,adjective,masculine,ennobling,ennoblecedor,-0.0688545362126312,la
es,determiners,la,adjective,masculine,bisexual,bisexual,-0.04915231285062944,la
es,determiners,la,adjective,masculine,rico,rico,-0.06695049661117344,la
es,determiners,la,adjective,masculine,gordo,gordo,-0.021823930108328192,la
es,determiners,la,adjective,masculine,revolutionary,revolucionario,-0.09329483532497988,la
es,determiners,la,adjective,masculine,personified,personificado,-0.0517942850664292,la
es,determiners,la,adjective,masculine,predestined,predestinado,0.00760999662543846,la
es,determiners,la,adjective,masculine,naughty,maldadoso,-0.12270579483648507,la
es,determiners,la,adjective,masculine,arrested,detenido,-0.05469543866753914,la
es,determiners,la,adjective,masculine,choleric,colérico,-0.08922145246785236,la
es,determiners,la,adjective,masculine,most valiant,valerosísimo,-0.07827509065270717,la
es,determiners,la,adjective,masculine,feminine,feminino,-0.08590820760393288,la
es,determiners,la,adjective,masculine,very brave,valentísimo,-0.07837917354471542,la
es,determiners,la,adjective,masculine,transsexual,transexual,-0.001688646023559427,la
es,determiners,la,adjective,masculine,turiano,turiano,-0.07189235901616982,la
es,determiners,la,adjective,masculine,dropsy,hidrópico,-0.10935670974057622,la
es,determiners,la,adjective,masculine,mundane,mundano,-0.030785221510095058,la
es,determiners,la,adjective,masculine,distressed,angustiado,-0.04712821465272391,la
es,determiners,la,adjective,masculine,inexperienced,inexperto,-0.05148273262587544,la
es,determiners,la,adjective,masculine,little,pequeño,-0.10751878100647486,la
es,determiners,la,adjective,masculine,Eternal,eterno,-0.06086838516296625,la
es,determiners,la,adjective,masculine,vengeful,vengativo,-0.12220562027674843,la
es,determiners,la,adjective,masculine,very realistic,realísimo,-0.007691506445898293,la
es,determiners,la,adjective,masculine,metaphysical,metafísico,0.015245288759644553,la
es,determiners,la,adjective,masculine,deranged,trastornado,-0.09686763612652827,la
es,determiners,la,adjective,masculine,conceited,presuntuoso,-0.13400865135760942,la
es,determiners,la,adjective,masculine,lustful,lujurioso,-0.08817248914283113,la
es,determiners,la,adjective,masculine,bridegroom,desposado,0.0449620502557381,la
es,determiners,la,adjective,masculine,kindly,afable,-0.02627866404278459,la
es,determiners,la,adjective,masculine,possessed,poseído,0.016353404887802972,la
es,determiners,la,adjective,masculine,muscular,musculado,-0.03476497314084618,la
es,determiners,la,adjective,masculine,multi-faceted,multifacético,-0.10213914769600937,la
es,determiners,la,adjective,masculine,industrious,industrioso,-0.09366831789109886,la
es,determiners,la,adjective,masculine,greedy,codicioso,-0.025694641424356023,la
es,determiners,la,adjective,masculine,clever,avispado,-0.052010209918469705,la
es,determiners,la,adjective,masculine,subordinate,subordinado,0.004801449701334459,la
es,determiners,la,adjective,masculine,archetypal,arquetípico,-0.029717969554726154,la
es,determiners,la,adjective,masculine,rancher,ganadero,-0.028715484226863788,la
es,determiners,la,adjective,masculine,full-backed,encorbatado,-0.023513432065320333,la
es,determiners,la,adjective,masculine,ruthless,despiadado,-0.06089557296975335,la
es,determiners,la,adjective,masculine,semimuerto,semimuerto,-0.015106828938754185,la
es,determiners,la,adjective,masculine,extremely jealous,celosísimo,-0.07933693780377271,la
es,determiners,la,adjective,masculine,loving,amoroso,-0.07245181963433223,la
es,determiners,la,adjective,masculine,reified,cosificado,-0.022249856376598105,la
es,determiners,la,adjective,masculine,omnipotent,omnipotente,0.036575572037927724,la
es,determiners,la,adjective,masculine,ignorant,ignorante,0.01028926579201907,la
es,determiners,la,adjective,masculine,procreative,procreativo,-0.0454952815133452,la
es,determiners,la,adjective,masculine,inanimate,inanimado,0.006292449780891631,la
es,determiners,la,adjective,masculine,sedentary,sedentario,-0.044619722507811904,la
es,determiners,la,adjective,masculine,rubio,rubio,-0.04567900823486142,la
es,determiners,la,adjective,masculine,emasculated,emasculado,-0.008684570987895037,la
es,determiners,la,adjective,masculine,I request,Solícito,-0.13983334432227398,la
es,determiners,la,adjective,masculine,seasoned,aguerrido,-0.054682372359371324,la
es,determiners,la,adjective,masculine,moody,malhumorado,-0.04777378791840696,la
es,determiners,la,adjective,masculine,potentate,potentado,-0.08862348215164047,la
es,determiners,la,adjective,masculine,adamic,adámico,-0.0438402944542023,la
es,determiners,la,adjective,masculine,unemployed,desempleado,-0.040015501814071985,la
es,determiners,la,adjective,masculine,mythical,mítico,-0.009777958466640478,la
es,determiners,la,adjective,masculine,mistreated,maltratado,-0.038115327514660895,la
es,determiners,la,adjective,masculine,helpless,desamparado,-0.04576815870162536,la
es,determiners,la,adjective,masculine,wedged in,encoñado,-0.059881168576274936,la
es,determiners,la,adjective,masculine,unfounded,descarriado,-0.03366671814581302,la
es,determiners,la,adjective,masculine,desharrapado,desharrapado,-0.037445902544881594,la
es,determiners,la,adjective,masculine,unlucky,desafortunado,-0.07680272583201352,la
es,determiners,la,adjective,masculine,imperfect,imperfecto,-0.08533377813666669,la
es,determiners,la,adjective,masculine,abandoned,abandónico,-0.13634172065404968,la
es,determiners,la,adjective,feminine,young,joven,0.04294103351579821,la
es,determiners,la,adjective,feminine,lesbian,lesbiana,0.0669177857433302,la
es,determiners,la,adjective,feminine,married,casada,0.0570730714482412,la
es,determiners,la,adjective,feminine,transsexual,transexual,-0.001688646023559427,la
es,determiners,la,adjective,feminine,feminine,femenina,0.05407390717176934,la
es,determiners,la,adjective,feminine,pregnant,embarazada,0.05255141281074324,la
es,determiners,la,adjective,feminine,feminist,feminista,0.025990457195913058,la
es,determiners,la,adjective,feminine,loved,amada,0.1804935029823659,la
es,determiners,la,adjective,feminine,masculine,masculinizada,-0.055008093088755476,la
es,determiners,la,adjective,feminine,divorced,divorciada,0.05930172856952198,la
es,determiners,la,adjective,feminine,feminine,feminina,-0.003975530982728846,la
es,determiners,la,adjective,feminine,masculine,masculina,0.02338112969263326,la
es,determiners,la,adjective,feminine,heterosexual,heterosexual,-0.020213095241700795,la
es,determiners,la,adjective,feminine,married,casado,0.012576497334113874,la
es,determiners,la,adjective,feminine,wretched,desdichada,0.21598685464604844,la
es,determiners,la,adjective,feminine,created,criada,0.1270649937132213,la
es,determiners,la,adjective,feminine,bella,bella,0.1902691364245355,la
es,determiners,la,adjective,feminine,homosexual,homosexual,-0.034870380324157506,la
es,determiners,la,adjective,feminine,mistreated,maltratada,0.0924979237832538,la
es,determiners,la,adjective,feminine,menopausal,menopáusica,0.04052659979220124,la
es,determiners,la,adjective,feminine,assaulted,agredida,0.08546156288162404,la
es,determiners,la,adjective,feminine,anorgasm,anorgásmica,0.029190519164166765,la
es,determiners,la,adjective,feminine,maid,críada,-0.036553467913207495,la
es,determiners,la,adjective,feminine,beautiful,hermosa,0.1979391377118186,la
es,determiners,la,adjective,feminine,favors,amancebada,0.019452850043636612,la
es,determiners,la,adjective,feminine,sexual,sexuada,0.036145366614037125,la
es,determiners,la,adjective,feminine,voluptuous,voluptuosa,0.2064204094926061,la
es,determiners,la,adjective,feminine,emancipated,emancipada,0.014481496392029303,la
es,determiners,la,adjective,feminine,transvestite,travestida,0.04551820340823116,la
es,determiners,la,adjective,feminine,seductive,seductora,0.1693068978508408,la
es,determiners,la,adjective,feminine,ex sister in law,excuñada,0.07397459238618838,la
es,determiners,la,adjective,feminine,widowed,enviudada,-0.0062697452958163195,la
es,determiners,la,adjective,feminine,peasant,campesina,0.09232106358146107,la
es,determiners,la,adjective,feminine,bisexual,bisexual,-0.04915231285062944,la
es,determiners,la,adjective,feminine,female,femenino,-0.09446208590755187,la
es,determiners,la,adjective,feminine,promiscuous,promiscua,0.05167966354244517,la
es,determiners,la,adjective,feminine,pregnant,embarazado,-0.009373106174306041,la
es,determiners,la,adjective,feminine,adult,adulta,0.09460462837314786,la
es,determiners,la,adjective,feminine,selfless,abnegada,0.1638806657897591,la
es,determiners,la,adjective,feminine,victimized,victimada,0.012860678146891055,la
es,determiners,la,adjective,feminine,raped,violada,0.06134011988763654,la
es,determiners,la,adjective,feminine,clothed,vestida,0.0920621044543068,la
es,determiners,la,adjective,feminine,sexual,sexual,0.028488252177260896,la
es,determiners,la,adjective,feminine,plump,regordeta,0.12125054189793258,la
es,determiners,la,adjective,feminine,in love,enamorada,0.06015084189272586,la
es,determiners,la,adjective,feminine,deceased,fallecida,0.06655247848780173,la
es,determiners,la,adjective,feminine,deceased,difunta,0.19244093388589778,la
es,determiners,la,adjective,feminine,complimented,piropeada,0.02496871424102924,la
es,determiners,la,adjective,feminine,extremely pregnant,embarazadísima,0.11690713062573993,la
es,determiners,la,adjective,feminine,verda,vejada,0.08680916868489633,la
es,determiners,la,adjective,feminine,retrosexual,retrosexual,-0.08761386318675639,la
es,determiners,la,adjective,feminine,deshonrada,deshonrada,0.08582774784490833,la
es,determiners,la,adjective,feminine,helpless,desvalida,0.13587418680047653,la
es,determiners,la,adjective,feminine,scorned,despechada,0.08694295233256756,la
es,determiners,la,adjective,feminine,miserable,desgraciada,0.21018963329360615,la
es,determiners,la,adjective,feminine,masculine,masculino,-0.09782320077183732,la
es,determiners,la,adjective,feminine,hapless,desventurada,0.18134881303163153,la
es,determiners,la,adjective,feminine,loving,amorosa,0.09163782599389302,la
es,determiners,la,adjective,feminine,be sexual,bixesual,-0.043331171906076105,la
es,determiners,la,adjective,feminine,frigid,frígida,0.13844983466420796,la
es,determiners,la,adjective,feminine,innovating,ennoviada,0.013829763711490348,la
es,determiners,la,adjective,feminine,outraged,ultrajada,0.06724837102558485,la
es,determiners,la,adjective,feminine,multi-orgasmic,multiorgásmica,0.09084153941278393,la
es,determiners,la,adjective,feminine,granary,granjera,0.065398577525534,la
es,determiners,la,adjective,feminine,graced,agraciada,0.0734130842719406,la
es,determiners,la,adjective,feminine,masculine,másculina,0.030590602579662902,la
es,determiners,la,adjective,feminine,violated,violentada,0.0537498722429853,la
es,determiners,la,adjective,feminine,Beautifull,bellísima,0.18618309772775904,la
es,determiners,la,adjective,feminine,human,humana,0.12218012297681574,la
es,determiners,la,adjective,feminine,demure,recatada,0.10554351081348559,la
es,determiners,la,adjective,feminine,masculinist,masculinista,-0.043711753447495984,la
es,determiners,la,adjective,feminine,actractiva,actractiva,0.04068325604520676,la
es,determiners,la,adjective,feminine,employee,empleada,0.09969096640900034,la
es,determiners,la,adjective,feminine,most kind,gentilísima,0.12380500187512175,la
es,determiners,la,adjective,feminine,handcuffed,esposada,0.16101763055818316,la
es,determiners,la,adjective,feminine,arrested,detenida,0.061534919447531644,la
es,determiners,la,adjective,feminine,bride,desposada,0.0844682506674213,la
es,determiners,la,adjective,feminine,brave,aguerrida,0.18028363160401803,la
es,determiners,la,adjective,feminine,shameless,pudorosa,0.05392621019860566,la
es,determiners,la,adjective,feminine,misogynist,misógina,0.09057370808312143,la
es,determiners,la,adjective,feminine,patriarchal,patriarcal,0.01232765430855314,la
es,determiners,la,adjective,feminine,domestic,doméstica,0.05379635850153168,la
es,determiners,la,adjective,feminine,semidiosa,semidiosa,0.06277176551430341,la
es,determiners,la,adjective,feminine,inseminated,inseminada,0.023780477648977,la
es,determiners,la,adjective,feminine,out of love,desenamorada,0.0003261603909580349,la
es,determiners,la,adjective,feminine,intersexual,intersexual,-0.052811849659140334,la
es,determiners,la,adjective,feminine,deaf and dumb,sordomuda,0.01640527302309407,la
es,determiners,la,adjective,feminine,bridegroom,desposado,0.0449620502557381,la
es,determiners,la,adjective,feminine,refugee,refugiada,0.11084803455946914,la
es,determiners,la,adjective,feminine,reified,cosificada,0.06372731741992768,la
es,determiners,la,adjective,feminine,procreated,procreada,0.00044932656774405235,la
es,determiners,la,adjective,feminine,landowner,hacendada,0.06340137816048791,la
es,determiners,la,adjective,feminine,most chaste,castísima,0.08103550099052223,la
es,determiners,la,adjective,feminine,sensual,sensual,0.04996117786748934,la
es,determiners,la,adjective,feminine,disabled,discapacitada,0.040794655730880945,la
es,determiners,la,adjective,feminine,skinny,flaca,0.12234881155519872,la
es,determiners,la,adjective,feminine,stabbed,apuñalada,0.12601263543218083,la
es,determiners,la,adjective,feminine,helpless,desamparada,0.09026348699304325,la
es,determiners,la,adjective,feminine,interrracial,interrracial,-0.0013221571026354783,la
es,determiners,la,adjective,feminine,tight,aperrada,-0.006084546918216664,la
es,determiners,la,adjective,feminine,discriminated against,discriminada,0.018279897817860862,la
es,determiners,la,adjective,feminine,african american,afroamericana,0.11117967739598174,la
es,determiners,la,adjective,feminine,polyfacetic,polifacética,0.08876321181107266,la
es,determiners,la,adjective,feminine,stabbed,acuchillada,0.045673205828125646,la
es,determiners,la,adjective,feminine,old,vieja,0.2441009157563961,la
es,determiners,la,adjective,feminine,matriarchal,matriarcal,0.03288424781468313,la
es,determiners,la,adjective,feminine,ragged,desarrapada,0.03981449268010944,la
es,determiners,la,adjective,feminine,wealthy,adinerada,0.09394221599217122,la
es,determiners,la,adjective,feminine,victimized,victimizada,0.002774824721418659,la
es,determiners,la,adjective,feminine,virtuous,virtuosa,0.12170560834483378,la
es,determiners,la,adjective,feminine,Divorced,Divorciada,0.017043917260076646,la
es,determiners,la,adjective,feminine,extramarital,extramatrimonial,-0.036988168128993755,la
es,determiners,la,adjective,feminine,harassed,acosada,0.06643141862148053,la
es,determiners,la,adjective,feminine,masculine,masculinizado,-0.10734542119108179,la
